annex,entry_seq,ref_no,tier_seq,tier,tier_source,product_type,max_concentration,max_conc_value,max_conc_unit,max_conc_basis,all_conc_values,other,wording
III,368,362,1,,none,,,,,,,"The presence of the
substance shall be indicated
in the list of ingredients
referred to in Article 19(1),
point (g), when its concentration exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products.",
III,369,363,1,,none,,,,,,,"The presence of the
substance or substances
shall be indicated as ‘Narcissus Extract’ in the list of
ingredients referred to in
Article 19(1), point (g),
when the concentration of
the substance or substances
exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products.",
III,370,364,1,,none,,,,,,,"The presence of the
substance shall be indicated
in the list of ingredients
referred to in Article 19(1),
point (g), when its concentration exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products",
III,371,365,1,,none,,,,,,,"The presence of the
substance shall be indicated
in the list of ingredients
referred to in Article 19(1),
point (g), when its concentration exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products",
III,372,366,1,,none,,,,,,,"The presence of the
substance or substances
shall be indicated as ‘Rose
Flower Oil/Extract’ in the
list of ingredients referred to
in Article 19(1), point (g),
when the concentration of
the substance or substances
exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products.",
III,373,367,1,,none,,,,,,,"The presence of the
substance shall be indicated
in the list of ingredients
referred to in Article 19(1),
point (g), when its concentration exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products.",
III,374,368,1,,none,,,,,,,"The presence of the
substance shall be indicated
in the list of ingredients
referred to in Article 19(1),
point (g), when its concentration exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products.",
III,375,369,1,,none,,,,,,,"The presence of the
substance shall be indicated
in the list of ingredients
referred to in Article 19(1),
point (g), when its concentration exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products.",
III,376,370,1,,none,,,,,,,"The presence of the
substance shall be indicated
in the list of ingredients
referred to in Article 19(1),
point (g), when its concentration exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products.",
III,377,371,1,,none,,,,,,,"The presence of the
substance or the substances
shall be indicated in the list
of ingredients referred to in
Article 19(1), point (g),
when the concentration of
the substance or the
substances exceeds:
— 0,001 % in leave-on
products
— 0,01 % in rinse-off
products.
The peroxide value shall be
less than 10 mmoles/L (15)",
III,378,372,1,a,label,(a) Toothpaste,(a) 10 %,10.0,%,,,"For (a) and (b):
Not to be used in applications that may lead to
exposure of the end-user’s
lungs by inhalation.
Only nanomaterials having
the following characteristics
are allowed:
— [composed of] rod-
shaped particles of
which at least 95,8 %
(in particle number)
have an aspect ratio less
than 3, and the
remaining 4,2 % have
an aspect ratio not
exceeding 4,9;
— the particles are not
coated or surface
modified",
III,378,372,2,b,label,(b) Mouthwash,"(b) 0,465 %",0.465,%,,,"For (a) and (b):
Not to be used in applications that may lead to
exposure of the end-user’s
lungs by inhalation.
Only nanomaterials having
the following characteristics
are allowed:
— [composed of] rod-
shaped particles of
which at least 95,8 %
(in particle number)
have an aspect ratio less
than 3, and the
remaining 4,2 % have
an aspect ratio not
exceeding 4,9;
— the particles are not
coated or surface
modified",
III,379,373,1,,none,,"0,007 %",0.007,%,,,,
III,380,374,1,,none,,"0,02 %",0.02,%,,,,
III,381,375,1,,none,"Face and hand
products",1 %,1.0,%,,,,
III,382,376,1,a,label,(a) Body lotion,"(a) 0,05 %
Retinol
Equivalent
(RE)",0.05,%,RE,,,"For any cosmetic product
containing Retinol, Retinyl Acetate
or
Retinyl Palmitate the following,
labelling is obligatory: ‘Contains
Vitamin A. Consider your daily
intake before use’."
III,382,376,2,b,label,"(b) other leave-on
and rinse-off
products","(b) 0,3 % RE",0.3,%,,,,"For any cosmetic product
containing Retinol, Retinyl Acetate
or
Retinyl Palmitate the following,
labelling is obligatory: ‘Contains
Vitamin A. Consider your daily
intake before use’."
III,383,377,1,a,label,(a) Face cream,(a) 2 %,2.0,%,,,"Hydroquinone levels shall
remain as low as possible in
formulations containing
alpha-Arbutin and shall not
be higher than the
unavoidable trace level.",
III,383,377,2,b,label,(b) Body lotion,"(b) 0,5 %",0.5,%,,,"Hydroquinone levels shall
remain as low as possible in
formulations containing
alpha-Arbutin and shall not
be higher than the
unavoidable trace level.",
III,384,378,1,,none,Face cream,7 %,7.0,%,,,"Hydroquinone levels shall
remain as low as possible in
formulations containing
Arbutin and shall not be
higher than the unavoidable
trace level.",
III,385,379,1,a,label,(a) Toothpaste,"For (a) and (b):
0,05 %",0.05,%,,,,
III,385,379,2,b,label,(b) Mouthwash,"For (a) and (b):
0,05 %",0.05,%,,,,
III,386,380,1,a,label,"(a) Hydroalcoholic-based
fragrances
(except hydroalcoholic-
based
fragrances
intended for
children below
3 years of age)",(a) 2 %,2.0,%,,,"Not to be used in preparations for children under 3
years of age, with the
exception of (d) ‘Toothpaste’ and (f).",
III,386,380,2,b,label,"(b) All rinse-off
products
(except shower
gel/bath
products, hand
wash, hair
conditioner
and shampoo
intended for
children below
3 years of age)","(b) 0,5 %",0.5,%,,,"Not to be used in preparations for children under 3
years of age, with the
exception of (d) ‘Toothpaste’ and (f).",
III,386,380,3,c,label,"(c) All leave-on
products
(except hair
conditioner,
body lotion,
face cream,
hand cream,
lipstick/lip
balm and
fragrance
products
intended for
children below
3 years of age)","(c) 0,3 %",0.3,%,,,"Not to be used in preparations for children under 3
years of age, with the
exception of (d) ‘Toothpaste’ and (f).",
III,386,380,4,d,label,(d) Toothpaste,"(d) 0,001 %",0.001,%,,,"Not to be used in preparations for children under 3
years of age, with the
exception of (d) ‘Toothpaste’ and (f).",
III,386,380,5,e,label,(e) Mouthwash,"(e) 0,001 %",0.001,%,,,"Not to be used in preparations for children under 3
years of age, with the
exception of (d) ‘Toothpaste’ and (f).",
III,386,380,6,f,label,"(f) Shower gel/
bath products,
hand wash,
shampoo, hair
conditioner,
body, face and
hand (skin)
care products,
lipstick/lip balm
and fragrance
products intended
for children below
3 years of age","(f) 0,1 %",0.1,%,,,"Not to be used in preparations for children under 3
years of age, with the
exception of (d) ‘Toothpaste’ and (f).",
III,387,381,1,a,label,"(a) Non-aerosol
antiperspirants
or deodorants","(a) 7,73 % (as
Al)",7.73,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,2,b,label,"(b) Aerosol antiperspirants or
deodorants","(b) 3,24 % (as
Al)",3.24,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,3,c,label,(c) Toothpaste,"(c) 3,18 % (as
Al)",3.18,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,4,d,label,(d) Lip products,"(d) 14,62 % (as
Al)",14.62,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,5,e,label,"(e) Body and face
rinse-off
products","(e) 0,89 % (as
Al)",0.89,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,6,f,label,(f) Bar soap,(f) 4 % (As AI),4.0,%,As AI,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,7,g,label,"(g) Hair rinse-off
products","(g) 7,14 % (as
Al)",7.14,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,8,h,label,"(h) Hair leave-on
products that
may lead to
the exposure
of the end
user’s lungs by
inhalation","(h) 0,15 % (as
Al)",0.15,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,9,i,label,"(i) All other hair
leave-on
products","(i) 6,7 % (as
Al)",6.7,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,10,j,label,"(j) Make-up
products
(except lip
products, eye
liner products,
eye shadow,
nail varnish
and mascara)","(j) 23 % (as
Al)",23.0,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,11,k,label,"(k) Eye liner
products","(k) 15,76 % (as
Al)",15.76,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,12,l,label,(l) Eye shadow,"(l) 43,31 % (as
Al)",43.31,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,13,m,label,(m) Nail varnish,"(m) 3,61 % (as
Al)",3.61,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,14,n,label,(n) Mascara,"(n) 3,13 % (As
Al)",3.13,%,"As
Al",,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,15,o,label,"(o) Face leave-on
products
(except make-
up products,
eye liner
products, eye
shadow and
mascara)","(o) 10,59 % (as
Al)",10.59,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,16,p,label,"(p) Hand leave-on
products","(p) 0,86 % (as
Al)",0.86,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,17,q,label,"(q) Other leave-on
skin products
(except non-
aerosol antiperspirants or
deodorants,
aerosol antiperspirants or
deodorants,
face leave-on
products, hand
leave-on
products and
talcum
powder)","(q) 3,81 % (as
Al)",3.81,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,387,381,18,r,label,"(r) Talcum
powder","(r) 2,0 % (as
Al)",2.0,%,Al,,"For (q): Not to be used in
sunscreen products that may
lead to exposure of the end
user’s lungs by inhalation.","For (r): Keep powder away from
children’s nose and mouth"
III,388,382,1,a,label,"(a) Fragrance
products
(hydroalcoholic and
non-hydroalcoholic, spray
and non-spray)","(a) 0,9 %",0.9,%,,,"For (a) – (e): stabilised with
1 % alpha- tocopherol
(applies to raw materials).",
